username;G_totalXp;G_accuracy;G_gamesPlayed;G_headshots;G_hits;G_misses;G_kdRatio;G_suicides;G_shots;G_scorePerMinute;G_hkRatio;G_wgRatio;contracts;kills;downs;deaths;kdRatio;revives;score;scorePerMinute;timePlayed;gamesPlayed;topFive;topTen;topTwentyFive;wins;averageLifetime;wgRatio;killsPerGame;downsPerGame
yeezee#8865145;21978000.0;0.0;8743.0;7693.0;0.0;0.0;1.7317490577697754;41653.0;0.0;0.0;0.1951299936588459;0.0;9950.0;38761.0;34799.0;21891.0;1.7706363345667169;2724.0;40958213.0;320.9317849161748;7657368.0;8191.0;2238.0;3320.0;5810.0;845.0;934.8514222927604;0.1031620070809425;4.73214503723599;4.248443413502625
wulver_gamingttv#7064326;14842559.0;0.25818902254104614;10264.0;21727.0;97597.0;280409.0;2.1184237003326416;6532.0;378006.0;4126.337080400941;0.2521440425210923;0.15364380358534685;7499.0;53931.0;57490.0;17624.0;3.060088515660463;3812.0;44750592.0;359.1043134076542;7477035.0;6906.0;1991.0;3048.0;5239.0;843.0;1082.6867940920938;0.12206776715899217;7.809296264118158;8.324645236026644
AA is Cheating#1235247;12461044.0;0.24241435527801514;12880.0;22762.0;124896.0;390321.0;1.8795942068099976;21665.0;515217.0;2576.8498118866682;0.20473474968069222;0.08307453416149069;8532.0;44348.0;44068.0;16221.0;2.733986807225202;3338.0;38132841.0;351.18923296395565;6514922.0;5979.0;1826.0;2675.0;4451.0;829.0;1089.6340525171433;0.13865194848636897;7.417293861849807;7.37046328817528
hustlr#3955332;15925653.0;0.16327275335788727;10573.0;11501.0;6270.0;32132.0;2.329026937484741;19550.0;38402.0;48677.05579840576;0.19043282445276022;0.008795989785302185;12515.0;56897.0;56720.0;22089.0;2.5758069627416362;3332.0;49200029.0;337.5483870525114;8745418.0;9022.0;2092.0;3328.0;5745.0;826.0;969.3436045222788;0.09155397916204833;6.30647306583906;6.286854356018621
Soy sauce#5361659;21978000.0;0.2129579782485962;8481.0;15504.0;25296.0;93488.0;2.3814079761505127;8272.0;118784.0;9989.803252197455;0.24813943438805397;0.041622450182761464;5883.0;49044.0;50091.0;16688.0;2.938878235858102;3570.0;42276186.0;370.14754558859687;6852865.0;6574.0;1865.0;2870.0;4858.0;823.0;1042.4193793732886;0.12519014298752662;7.460298144204442;7.6195619105567385
heelu#8197578;16409018.0;0.19520187377929688;14260.0;17170.0;97151.0;400544.0;1.2775907516479492;17330.0;497695.0;3164.896777829507;0.20384903061890797;0.0723702664796634;11381.0;37645.0;33753.0;22902.0;1.643742904549821;3312.0;40531283.0;289.5383594036208;8399153.0;9165.0;1815.0;2771.0;5415.0;817.0;916.4378614293508;0.08914348063284233;4.107474086197491;3.6828150572831424
DashClo#7846311;20155712.0;0.22775286436080933;11300.0;10878.0;13562.0;45985.0;2.0953986644744873;2579.0;59547.0;30669.09219331745;0.19889563373071015;0.007168141592920354;6805.0;45423.0;45350.0;19924.0;2.279813290503915;3366.0;37615555.0;236.5399646971748;9541446.0;7828.0;2543.0;3870.0;5900.0;809.0;1218.886816555953;0.10334695963208994;5.802631578947368;5.79330608073582
nagytisztelettel#2956536;21978000.0;0.23246097564697266;13163.0;21869.0;205015.0;676918.0;1.2158290147781372;20880.0;881933.0;2509.6993824665933;0.22567695863947826;0.090177011319608;19200.0;31026.0;32972.0;18780.0;1.652076677316294;4739.0;39185056.0;242.80384284476347;9683139.0;8329.0;2574.0;3744.0;5951.0;808.0;1162.5812222355626;0.09701044543162445;3.725057029655421;3.958698523232081
kellymanjaro#1579412;9324387.0;0.17647582292556763;9817.0;16423.0;91211.0;425636.0;2.7971739768981934;19801.0;516847.0;4033.64355788618;0.19847485074807242;0.0726291127635734;4540.0;19898.0;20243.0;6302.0;3.1574103459219294;1879.0;20834395.0;307.406899187233;4066479.0;3415.0;1628.0;2237.0;2949.0;804.0;1190.7698389458271;0.23543191800878477;5.826647144948756;5.927672035139092
Energizeed#3985043;5738238.0;0.23100771009922028;7355.0;16044.0;102381.0;340812.0;3.0156943798065186;9704.0;443193.0;2949.5224798751;0.1983287183544304;0.13297076818490822;5581.0;46574.0;44192.0;10531.0;4.422561959927832;1939.0;38177351.0;409.42256652550606;5594809.0;4465.0;1738.0;2578.0;3833.0;787.0;1253.0367301231802;0.17625979843225084;10.43090705487122;9.897424412094065
JOE SQRL#8523660;10997117.0;0.31773149967193604;6890.0;14321.0;53173.0;114179.0;1.459222435951233;12980.0;167352.0;2743.9079951311187;0.23582590939779668;0.1076923076923077;6650.0;31261.0;31756.0;12813.0;2.4397877156013426;1854.0;27298294.0;348.10956827677757;4705121.0;4200.0;1513.0;2108.0;3295.0;774.0;1120.2669047619047;0.18428571428571427;7.443095238095238;7.560952380952381
twitch lil2pacッ#9802649;7850664.0;0.2809779942035675;13468.0;23744.0;112852.0;288788.0;1.7090250253677368;28707.0;401640.0;3217.964367806554;0.2149634243499674;0.08694683694683694;10619.0;52335.0;50678.0;21584.0;2.4247127501853223;3848.0;51905527.0;344.5263284008479;9039459.0;8926.0;2021.0;3206.0;5990.0;762.0;1012.7110687878109;0.08536858615281201;5.8632086040779745;5.67757114048846
inept#8166374;10641196.0;0.1614808440208435;7127.0;11067.0;55775.0;289622.0;1.730767011642456;14825.0;345397.0;4984.542694886511;0.18138757314015047;0.0840465834151817;9879.0;32085.0;32958.0;16931.0;1.8950445927588446;3291.0;38472701.0;388.0589488109826;5948483.0;5472.0;1747.0;2501.0;3577.0;760.0;1087.076571637427;0.1388888888888889;5.863486842105263;6.0230263157894735
Mystic-#1990720;6945204.0;0.16276881098747253;22204.0;16443.0;49275.0;253455.0;1.5930670499801636;31974.0;302730.0;6658.442526370914;0.17774102539157505;0.028238155287335615;11439.0;75141.0;66706.0;36970.0;2.032485799296727;3342.0;68583266.0;327.3168455629314;12571904.0;16937.0;1911.0;3056.0;6081.0;753.0;742.2745468500915;0.044458877014819626;4.436499970478834;3.938477888646159
